110000000 11000000000 2	4	10	34	135	614	3135	17884	111314	752662	5482978	4.3e+07	3.6e+08
110000000 110000000 2	4	10	34	135	614	3135	17884	111314	752662	5482978	4.3e+07	3.6e+08
110000000 2500000000 2	4	10	34	135	614	3135	17884	111314	752662	5482978	4.3e+07	3.6e+08
110000000 776278396540 2	4	10	34	135	614	3135	17884	111314	752662	5482978	4.3e+07	3.6e+08
110000000 900514153782 2	4	10	34	135	614	3135	17884	111314	752662	5482978	4.3e+07	3.6e+08
111000000 11100000000 2	4	10	34	135	612	3127	17723	110211	744466	5420723	4.2e+07	3.6e+08
113000000 11300000000 2	4	10	33	130	587	2989	16888	104704	705308	5121154	3.9e+07	3.3e+08
160000000 1288647750406 2	3	9	28	107	461	2234	12008	70702	451708	3107713	2.3e+07	1.8e+08
180000000 180000000 2	3	9	28	102	436	2081	11013	63817	401017	2711504	2e+07	1.5e+08
190000000 2383889958466 2	3	8	26	95	401	1893	9947	57218	354956	2384531	1.7e+07	1.3e+08
260000000 10000000000000 2	3	8	23	82	335	1521	7650	42057	250476	1603736	1.1e+07	7.9e+07
260000000 1000000000000 2	3	8	23	82	335	1521	7650	42057	250476	1603736	1.1e+07	7.9e+07
260000000 26000000000 2	3	8	23	82	335	1521	7650	42057	250476	1603736	1.1e+07	7.9e+07
260000000 260000000 2	3	8	23	82	335	1521	7650	42057	250476	1603736	1.1e+07	7.9e+07
260000000 3079973376496 2	3	8	23	82	335	1521	7650	42057	250476	1603736	1.1e+07	7.9e+07
500000000 6704868340188 1	3	6	18	59	219	917	4234	21335	116936	683883	4265169	2.8e+07
800000000 80000000000 1	3	6	15	48	171	680	2979	14216	72827	402096	2365532	1.5e+07
850000000 100000000000000 1	3	6	15	47	168	661	2867	13623	69471	381778	2221086	1.4e+07
850000000 10000000000000 1	3	6	15	47	168	661	2867	13623	69471	381778	2221086	1.4e+07
850000000 10000000000 1	3	6	15	47	168	661	2867	13623	69471	381778	2221086	1.4e+07
850000000 14142901172416 1	3	6	15	47	168	661	2867	13623	69471	381778	2221086	1.4e+07
850000000 15716618487586 1	3	6	15	47	168	661	2867	13623	69471	381778	2221086	1.4e+07
850000000 85000000000 1	3	6	15	47	168	661	2867	13623	69471	381778	2221086	1.4e+07
850000000 850000000 1	3	6	15	47	168	661	2867	13623	69471	381778	2221086	1.4e+07
880000000 1320000000 1	3	6	15	47	165	649	2825	13317	67743	369131	2141595	1.3e+07
880000000 880000000 1	3	6	15	47	165	649	2825	13317	67743	369131	2141595	1.3e+07
900000000 90000000000 1	3	6	15	47	164	643	2778	13071	66375	361038	2091733	1.3e+07
999999999 99999999900 1	3	5	14	44	154	599	2553	11843	59619	319570	1823365	1.1e+07
1000000000 100000000000 1	3	5	14	44	154	599	2553	11843	59619	319570	1823365	1.1e+07
1200000000 1200000000 1	2	5	14	41	140	532	2223	10112	49596	260361	1454702	8555813
1320000000 1320000000 1	2	5	13	38	129	482	1998	8959	43299	225284	1239842	7219598
1500000000 1500000000 1	2	5	13	37	123	456	1864	8239	39465	201063	1096197	6286033
1600000000 1600000000 1	2	5	12	36	120	443	1795	7947	37684	191137	1030988	5880814
2147483648 2147483648 1	2	5	11	32	103	368	1444	6149	28340	138849	722958	3980535
2900000000 100000000000000 1	2	4	10	28	89	309	1175	4842	21459	102212	513971	2730842
2900000000 105000000000000 1	2	4	10	28	89	309	1175	4842	21459	102212	513971	2730842
2900000000 2900000000 1	2	4	10	28	89	309	1175	4842	21459	102212	513971	2730842
6000000000 6000000000 1	2	4	9	22	65	211	750	2879	11876	52237	243609	1198882
7600000000 420000000000000 1	2	4	8	20	58	185	639	2404	9646	41497	188056	904545
