PM1, Stopping in stage 1 ~10%
[Main thread Dec 7 16:44] Mersenne number primality test program version 29.8
[Main thread Dec 7 16:44] Optimizing for CPU architecture: AMD Zen, L2 cache size: 12x512 KB, L3 cache size: 4x16 MB
[Main thread Dec 7 16:44] Starting worker.
[Work thread Dec 7 16:44] Worker starting
[Work thread Dec 7 16:44] Setting affinity to run worker on CPU core #2
[Work thread Dec 7 16:44] M2267 stage 1 is 9.06% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 9.18% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 9.29% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 9.41% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 9.53% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 9.65% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 9.77% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 9.88% complete. Time: 0.140 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 10.00% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 10.12% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 10.23% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 10.35% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 10.46% complete. Time: 0.143 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 10.58% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 10.70% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 10.82% complete. Time: 0.143 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 10.94% complete. Time: 0.140 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 11.05% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 11.17% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 11.29% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 11.40% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 11.52% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 11.64% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 11.75% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 11.87% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 11.99% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 12.10% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 12.21% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 12.33% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 12.44% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 12.55% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 12.67% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 12.80% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 12.92% complete. Time: 0.143 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 13.03% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 13.15% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 13.27% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 13.39% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 13.50% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 13.62% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 13.74% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 13.86% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 13.97% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 14.09% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 14.21% complete. Time: 0.144 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 14.32% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 14.44% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 14.55% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 14.66% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 14.78% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 14.90% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 15.02% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 15.13% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 15.25% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 15.37% complete. Time: 0.143 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 15.48% complete. Time: 0.143 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 15.60% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 15.71% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 15.83% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 15.94% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 16.06% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 16.17% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 16.29% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 16.40% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 16.51% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 16.62% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 16.73% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 16.86% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 16.98% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 17.10% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 17.22% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 17.34% complete. Time: 0.145 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 17.46% complete. Time: 0.144 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 17.58% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 17.70% complete. Time: 0.141 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 17.82% complete. Time: 0.142 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 17.94% complete. Time: 0.143 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 18.06% complete. Time: 0.143 sec.
[Work thread Dec 7 16:44] M2267 stage 1 is 18.18% complete. Time: 0.141 sec.
[Main thread Dec 7 16:44] Stopping all worker threads.
[Work thread Dec 7 16:44] Worker stopped.
[Main thread Dec 7 16:44] Execution halted.
[Main thread Dec 7 16:44] Choose Test/Continue to restart.
